"month","fnsku","sku","product-name","average-quantity","end-quantity","fulfillment-center-id","detailed-disposition","country"
"12/2020","X0013GKU67","Bajaj_easy","Bajaj Easy 500-Watt Mixer Grinder with 3 Jars (White)","1.0","1","QWTT","CARRIER_DAMAGED","IN"
"12/2020","X0012SLXVH","RE-IFD1-09UE","Pigeon by Stovekraft Shiny Steel 1.5-Litre Electric Kettle (Black)","1.0","1","QWTT","CARRIER_DAMAGED","IN"
"12/2020","X0012A6NFV","Fs_BabyKnneePad_Green","First Smile Boy's and Girl's Knee Pad/Guard for Crawling (Green)","8.0","8","SIDA","SELLABLE","IN"
"12/2020","X00128OC83","changingmats_0-3","First Smile Nappy Changing/Sleeping Water Proof Bed Protector Mat with Foam Cushioned for Babies (Multicolour, 0-3 Months) -4 Sheets","14.0","14","SIDA","SELLABLE","IN"
"12/2020","X00125JSP3","S4-RHGK-GD53","Bajaj New Majesty Instant 3 Litre, 3 KW Verical Water Heater (White)","11.55","7","SIDA","SELLABLE","IN"
"12/2020","X0011Z9SDL","0B-E6ZY-GXG0","Prestige Induction Cooktop PIC 6.1 V3","99.0","99","SIDA","SELLABLE","IN"
"12/2020","X0011Z9SDL","0B-E6ZY-GXG0","Prestige Induction Cooktop PIC 6.1 V3","6.48","7","QWTT","SELLABLE","IN"
"12/2020","X0011S1GXX","Fs_TrackPants_3-12_new","First Smile Baby Combo of Multicolored Boys/Girls Track Pant/Baby Pajama - Pack of 6 (3-12 Months)","2.0","2","SIDA","SELLABLE","IN"
"12/2020","X0011S1GXX","Fs_TrackPants_3-12_new","First Smile Baby Combo of Multicolored Boys/Girls Track Pant/Baby Pajama - Pack of 6 (3-12 Months)","0.48","0","QWTT","SELLABLE","IN"
"12/2020","X0011RYUVT","1-1.5 Years","First Smile Baby Kids Soft Cotton Track Pants Pajama with Ribs Multicolor Unisex (Pack of 6) (1-1.5 Years)","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X0011RYB0T","3-6 Months","First Smile Baby Kids Soft Cotton Track Pants Pajama with Ribs Multicolor Unisex (Pack of 6) (3-6 Months)","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X0011RYB0T","3-6 Months","First Smile Baby Kids Soft Cotton Track Pants Pajama with Ribs Multicolor Unisex (Pack of 6) (3-6 Months)","2.0","2","QWTT","SELLABLE","IN"
"12/2020","X0011QJETN","pajama_6-12 Months","First Smile Baby Kids Soft Cotton Track Pants Pajama with Ribs Multicolor (Unisex Pack of 6) (6-12 Months)","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X0011OLTTX","40205","Gst Royale Plus Schott Glasstop Gt03L Ai","0.03","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X0011OK76T","FS_elasticpajama(0-3)_New","First Smile Baby Kids Soft Cotton Track Pants Pajama with Soft Elasticated Waistband for Kids Multicolor (Pack of 6) (0-3 Months)","3.0","3","SIDA","SELLABLE","IN"
"12/2020","X0011OK76T","FS_elasticpajama(0-3)_New","First Smile Baby Kids Soft Cotton Track Pants Pajama with Soft Elasticated Waistband for Kids Multicolor (Pack of 6) (0-3 Months)","0.48","0","QWTT","SELLABLE","IN"
"12/2020","X0011OJVHZ","FS_elasticpajama(2-3)_new","First Smile Baby Kids Soft Cotton Track Pants Pajama with Soft Elasticated Waistband for Kids Multicolor (Pack of 6) (2-3 Years)","2.0","2","SIDA","SELLABLE","IN"
"12/2020","X0011OJVHZ","FS_elasticpajama(2-3)_new","First Smile Baby Kids Soft Cotton Track Pants Pajama with Soft Elasticated Waistband for Kids Multicolor (Pack of 6) (2-3 Years)","0.48","0","QWTT","SELLABLE","IN"
"12/2020","X0011OJUL7","FS_elasticpajama(3-4)_new","First Smile Baby Kids Soft Cotton Track Pants Pajama with Soft Elasticated Waistband for Kids Multicolor (Pack of 6) (3-4 Years)","3.0","3","SIDA","SELLABLE","IN"
"12/2020","X0011OJUL7","FS_elasticpajama(3-4)_new","First Smile Baby Kids Soft Cotton Track Pants Pajama with Soft Elasticated Waistband for Kids Multicolor (Pack of 6) (3-4 Years)","0.48","0","QWTT","SELLABLE","IN"
"12/2020","X0011NQQND","pajama_2-2.5 Years","First Smile Baby Kids Soft Cotton Track Pants Pajama with Ribs Multicolor (Unisex Pack of 6) (2-2.5 Years)","2.0","2","SIDA","SELLABLE","IN"
"12/2020","X0011M2BW9","Fs_TrackPants_1-2Yrs_new","First Smile Baby Combo of Multicolored Boys/Girls Track Pant/Baby Pajama - Pack of 6 (1-2 Years)","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X0011M2AZH","Fs_TrackPants_0-6_new","First Smile Baby Combo of Multicolored Boys/Girls Track Pant/Baby Pajama - Pack of 6 (0-6 Months)","2.0","2","SIDA","SELLABLE","IN"
"12/2020","X0011M2AZH","Fs_TrackPants_0-6_new","First Smile Baby Combo of Multicolored Boys/Girls Track Pant/Baby Pajama - Pack of 6 (0-6 Months)","0.48","0","QWTT","SELLABLE","IN"
"12/2020","X0011LIOI5","FS_elasticpajama_new","First Smile Baby Kids Soft Cotton Track Pants Pajama with Soft Elasticated Waistband for Kids Multicolor (Pack of 6) (3-6 Months)","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X0011LIOI5","FS_elasticpajama_new","First Smile Baby Kids Soft Cotton Track Pants Pajama with Soft Elasticated Waistband for Kids Multicolor (Pack of 6) (3-6 Months)","0.48","0","QWTT","SELLABLE","IN"
"12/2020","X0011LIOHV","FS_elasticpajama(6-12)_new","First Smile Baby Kids Soft Cotton Track Pants Pajama with Soft Elasticated Waistband for Kids Multicolor (Pack of 6) (6-12 Months)","0.77","0","SIDA","SELLABLE","IN"
"12/2020","X0011KKDFX","3-4 years","First Smile Baby Kids Soft Cotton Track Pants Pajama with Ribs Multicolor Unisex (Pack of 6) (3-4 Years)","3.0","3","SIDA","SELLABLE","IN"
"12/2020","X0011KKDFX","3-4 years","First Smile Baby Kids Soft Cotton Track Pants Pajama with Ribs Multicolor Unisex (Pack of 6) (3-4 Years)","0.48","0","QWTT","SELLABLE","IN"
"12/2020","X0011KKDFN","2-3 years","First Smile Baby Kids Soft Cotton Track Pants Pajama with Ribs Multicolor Unisex (Pack of 6) (2-3 Years)","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X0011KKDFN","2-3 years","First Smile Baby Kids Soft Cotton Track Pants Pajama with Ribs Multicolor Unisex (Pack of 6) (2-3 Years)","0.48","0","QWTT","SELLABLE","IN"
"12/2020","X0011K9FTX","IN-61HR-UWW4","(Renewed) Nokia 4.2 (Black, 32 GB) (3 GB RAM)","0.03","0","QWTT","SELLABLE","IN"
"12/2020","X0011JSEJB","NN-S8CQ-62CW","Eureka Forbes Aquaguard Enhance RO + UV + UF with TDS Water Purifier (White and Black)","1.0","1","QWTT","CARRIER_DAMAGED","IN"
"12/2020","X0011IMOVB","Fs_ChangingMats_3.","First Smile Baby One Sided Cotton Plastic Sheet Pack of 4Pcs (Assorted) (3-6 Months)","11.0","11","SIDA","SELLABLE","IN"
"12/2020","X0011HPWEN","40053","Gas Stove Two Burner Agni","0.65","0","QWTT","SELLABLE","IN"
"12/2020","X0011DGJ8Z","H3-MQ7E-4G7S","Sujata Powermatic Plus 900 Watts Juicer Mixer Grinder","13.74","1","SIDA","SELLABLE","IN"
"12/2020","X0011DGJ8Z","H3-MQ7E-4G7S","Sujata Powermatic Plus 900 Watts Juicer Mixer Grinder","1.0","1","QWTT","CUSTOMER_DAMAGED","IN"
"12/2020","X00119TFFN","zeb_peace_wireless_earphone","Zebronics Wireless Earphone with Bluetooth, Call Function, Sporty Design and Voice Assistant - Peace","1.0","1","QWTT","DEFECTIVE","IN"
"12/2020","X00119O5VR","DW-UXUT-ZK0N","Bajaj RCX 5 1.8-Litre Rice Cooker","1.0","1","QWTT","CARRIER_DAMAGED","IN"
"12/2020","X00117S0LP","havells_max7l_waterpurifier","Havells Max 7-litres RO UV Water Purifier (Sea Green)","1.0","1","QWTT","CARRIER_DAMAGED","IN"
"12/2020","X001176WID","HP-SMF1-V1R4","Bajaj Glory 500-Watt Mixer Grinder with 3 Jars (White)","17.94","17","SIDA","SELLABLE","IN"
"12/2020","X001176WID","HP-SMF1-V1R4","Bajaj Glory 500-Watt Mixer Grinder with 3 Jars (White)","0.52","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X001176WID","HP-SMF1-V1R4","Bajaj Glory 500-Watt Mixer Grinder with 3 Jars (White)","0.06","0","SIDA","CARRIER_DAMAGED","IN"
"12/2020","X001176WID","HP-SMF1-V1R4","Bajaj Glory 500-Watt Mixer Grinder with 3 Jars (White)","6.87","9","QWTT","SELLABLE","IN"
"12/2020","X00116HUNZ","FS_elasticpajama(0-3)","First Smile Baby Kids Soft Cotton Track Pants Pajama with Soft Elasticated Waistband for Kids Multicolor (Pack of 6) (0-3 Months)","1.0","1","QWTT","SELLABLE","IN"
"12/2020","X001161U45","63152059","Wonderchef - 63152059 Royal Velvet Induction Base Aluminium Cookware Set, 5-Pieces, Red","3.52","3","BOM5","SELLABLE","IN"
"12/2020","X001161U45","63152059","Wonderchef - 63152059 Royal Velvet Induction Base Aluminium Cookware Set, 5-Pieces, Red","6.55","6","BOM4","SELLABLE","IN"
"12/2020","X00115UEYD","39-B7FP-GHKY","Panasonic SR-WA10 2.7 L Rice Cooker, Red","4.45","0","BOM1","SELLABLE","IN"
"12/2020","X00115UEYD","39-B7FP-GHKY","Panasonic SR-WA10 2.7 L Rice Cooker, Red","1.23","0","BOM1","CUSTOMER_DAMAGED","IN"
"12/2020","X001156THJ","ZV-TUBX-NFJH","Cello Seal O Fresh Borosilicate Microwavable Glass Lunch Box, 400ml, 3-Pieces, Clear","1.0","1","QWTT","CUSTOMER_DAMAGED","IN"
"12/2020","X001155AAV","Fs_cottonbibs_uber_watrproof(3)","First Smile Baby Bibs - Unisex Fleece Water Proof, Cute Prints Bibs (Multicolour) -Set of 3","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X00113EOFZ","FS_pantswithribs_2-2.5","First Smile Baby Kids Soft Cotton Track Pants Pajama with Ribs Multicolor Unisex Pack of 6 (2-2.5 Years)","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X001137BD7","Fs_cottonbibs_uber_multi","First Smile Baby Bibs - Feeding & Drooling for Kids, Toddlers Two Layered (Upper Soft Velvet and Lower Waterproof Layer), Quick Dry (Combo Pack) Multi (Pack of 3)","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X00112FQD5","KM-H2EM-GY7X","Bajaj RCX 7 1.8-Litre 550-Watt Rice Cooker,Multi-colour","1.0","1","QWTT","CARRIER_DAMAGED","IN"
"12/2020","X00112DNNF","Eurekaforbes_dx_1200w_vacuum","Eureka Forbes Quick Clean DX 1200-Watt Vacuum Cleaner for Home with Free Reusable dust Bag (Red)","1.0","1","SDEE","SELLABLE","IN"
"12/2020","X00112DNNF","Eurekaforbes_dx_1200w_vacuum","Eureka Forbes Quick Clean DX 1200-Watt Vacuum Cleaner for Home with Free Reusable dust Bag (Red)","3.77","3","SDEE","DEFECTIVE","IN"
"12/2020","X00112DNNF","Eurekaforbes_dx_1200w_vacuum","Eureka Forbes Quick Clean DX 1200-Watt Vacuum Cleaner for Home with Free Reusable dust Bag (Red)","1.29","1","QWTT","SELLABLE","IN"
"12/2020","X00111SER1","X9-3NGY-M5KP","Cello Swift Stainless Steel Flask, Double walled, 1500 ml, Silver","1.0","1","QWTT","CARRIER_DAMAGED","IN"
"12/2020","X00111DBAL","3T-07EI-UM5V","Panasonic SR-WA10 2.7-Litre Automatic Electric Rice Cooker (Burgundy)","4.0","4","QWTT","SELLABLE","IN"
"12/2020","X001109LRT","FS_pantswithribs_1-1.5","First Smile Baby Kids Soft Cotton Track Pants Pajama with Ribs Multicolor Unisex Pack of 6 (1-1.5 Years)","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X001109KRZ","FS_pantswithribs_1.5-2","First Smile Baby Kids Soft Cotton Track Pants Pajama with Ribs Multicolor Unisex Pack of 6 (1.5-2 Years)","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X0010XFTAZ","VB-NNGL-XOL3","Panasonic SR-WA10 450-Watt Automatic Cooker Without Warmer (White)(Raw Capacity-0.6 kgs)","10.35","12","BOM1","SELLABLE","IN"
"12/2020","X0010VTL7J","Fs_CottonBibsMulti_Packof6","First Smile Multicoloured Cotton Baby Bibs with Titch Button | Soft Cotton | Comfortable | for Newborn | Infant | Washable for Babies (Multi Cartoon Print (Set of 6))","5.0","5","SIDA","SELLABLE","IN"
"12/2020","X0010VKABF","Fs_CottonBib_Pkof3","First Smile Multicoloured Cotton Baby Bibs with Titch Button | Soft Cotton | Comfortable | for Newborn | Infant | Washable for Babies (Multi Cartoon Print(Set of 3))","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X0010VKABF","Fs_CottonBib_Pkof3","First Smile Multicoloured Cotton Baby Bibs with Titch Button | Soft Cotton | Comfortable | for Newborn | Infant | Washable for Babies (Multi Cartoon Print(Set of 3))","0.48","0","QWTT","SELLABLE","IN"
"12/2020","X0010SNKUV","QL-HLBU-0K67","Usha Crisp Air 150mm Sweep Size, 240mm Duct Size Exhaust Fan (White)","1.0","1","QWTT","CARRIER_DAMAGED","IN"
"12/2020","X0010RBDKB","Fs_ColoredNappies_Pk6","First Smile New Born Baby Hosiery Cotton Cloth Reusable Diaper Nappies | Soft Cotton | Comfortable | for Newborn | Infant | Washable for Babies","2.71","2","SIDA","SELLABLE","IN"
"12/2020","X0010RB4UZ","Fs_CottonBibs_Packof3","First Smile Multicoloured Cotton Baby Bibs with Titch Button | Soft Cotton | Comfortable | for Newborn | Infant | Washable for Babies (Multi (Set of 3) (28 * 45 cm))","7.0","7","SIDA","SELLABLE","IN"
"12/2020","X0010RB4UZ","Fs_CottonBibs_Packof3","First Smile Multicoloured Cotton Baby Bibs with Titch Button | Soft Cotton | Comfortable | for Newborn | Infant | Washable for Babies (Multi (Set of 3) (28 * 45 cm))","11.0","11","QWTT","SELLABLE","IN"
"12/2020","X0010RB473","Fs_CottonBibs_Pkof3","First Smile Multicoloured Cotton Baby Bibs with Titch Button | Soft Cotton | Comfortable | for Newborn | Infant | Washable for Babies (Multi Happy Print (Set of 3))","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X0010PK61P","8901308701311","Bajaj Immersion Rod Water Heater","1.9","0","QWTT","SELLABLE","IN"
"12/2020","X0010P9EJZ","T5-UOUU-4OES","Usha Crisp Air 200mm Sweep Size, 300mm Duct Size Exhaust Fan (Black)","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X0010P9EJZ","T5-UOUU-4OES","Usha Crisp Air 200mm Sweep Size, 300mm Duct Size Exhaust Fan (Black)","1.0","1","QWTT","CARRIER_DAMAGED","IN"
"12/2020","X0010NEU7N","8901308713024","Bajaj Majesty KTX 15 1.7 Litre Kettle (Black and Silver)","0.03","0","SIDA","SELLABLE","IN"
"12/2020","X0010NEU7N","8901308713024","Bajaj Majesty KTX 15 1.7 Litre Kettle (Black and Silver)","8.65","9","QWTT","SELLABLE","IN"
"12/2020","X0010KE34B","ZI-J9U0-BJ2Y","Bajaj Amaze 450 watts Juicer Mixer Grinder (White and Blue)","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X0010G13HP","1I-JCKH-PG80","KENT Gold Optima 10-Litres Gravity Based Non-electric Water Purifier (Aqua Blue/White)","0.03","0","QWTT","SELLABLE","IN"
"12/2020","X0010EHVGJ","KJ-3BLZ-7AC2","Zebronics Zeb-FIT 650 Fitness Band with Heart Rate Monitoring (Leather- Black)","1.0","1","QWTT","CARRIER_DAMAGED","IN"
"12/2020","X0010BLHET","0C-L4CU-2SOY","Skullcandy Jib Wired in-Earphone with Mic (Black) (S2DUYK-343)","1.0","1","QWTT","SELLABLE","IN"
"12/2020","X00103CMOV","Fs_Nappy_pc4_0-3","First Smile Nappy Changing Mat Water Proof Bed Protector with Foam Cushioned for Newborn Baby, 0-3 Months (Multicolour) - Pack of 4","13.0","13","SIDA","SELLABLE","IN"
"12/2020","X000ZYJYZV","VN-UH6H-O833","Saregama Carvaan Hindi - Portable Music Player with 5000 Preloaded Songs, FM/BT/AUX (Electric Blue)","1.0","1","QWTT","CUSTOMER_DAMAGED","IN"
"12/2020","X000ZUPW2J","Z1-BJWW-R3WU","Sony HD-B1 1TB External Slim Hard Disk (Black)","1.0","1","QWTT","DEFECTIVE","IN"
"12/2020","X000ZS8D4Z","Fs_Sleeping Bag_PINK","First Smile New Born Baby 3 in 1 Sleeping Bag Cum Baby Bed/Carry Bag/Baby Wrapper (Pink)","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X000ZS8D4Z","Fs_Sleeping Bag_PINK","First Smile New Born Baby 3 in 1 Sleeping Bag Cum Baby Bed/Carry Bag/Baby Wrapper (Pink)","1.0","1","QWTT","SELLABLE","IN"
"12/2020","X000ZOIVNH","PQ-ODNX-FDKG","Pigeon by Stovekraft Non-Stick Forged Flat Tawa 280, 26 cm","0.1","0","QWTT","SELLABLE","IN"
"12/2020","X000ZM6447","Fs_CottonBibs_Set3","First Smile Multicoloured Cotton Baby Bibs with Titch Button | Soft Cotton | Comfortable | for Newborn | Infant | Washable for Babies (Multi (Set of 3) 11 * 9 inch)","5.0","5","SIDA","SELLABLE","IN"
"12/2020","X000ZKEEEL","Fs_ChangingMats_1","First Smile Nappy Changing Mat/Sleeping mats/Water Proof Bed Protector with Foam Cushioned for New Born Baby 4 Sheets (0-6 Months)","6.19","6","SIDA","SELLABLE","IN"
"12/2020","X000ZKALLV","CU-QOZH-0NFI","Bajaj Majesty KTX 9 1-Litre Multifunction Stainless Steel Kettle","27.77","23","SIDA","SELLABLE","IN"
"12/2020","X000ZG587H","OX-2BNJ-4RXJ","Usha Striker Galaxy 1200mm 80-watt Goodbye Dust Ceiling Fan with Anti Dust Feature (Silver Sage)","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X000ZFWOWF","Fs_Sleeping Bag_BLUE","First Smile New Born Baby 3 in 1 Sleeping Bag Cum Baby Bed/Carry Bag/Baby Wrapper (Blue)","5.0","5","QWTT","SELLABLE","IN"
"12/2020","X000ZEA7XJ","YR-77N2-TFLK","Borosil - Stainless Steel Insulated Roti Server, 2.5 Litres, Silver","1.0","1","QWTT","CARRIER_DAMAGED","IN"
"12/2020","X000ZDJCR7","S9-2GJN-BN79","Beetel M59 Caller ID Landline Phone","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X000ZDCECH","52-BHC9-GLSF","Panasonic AC MX-AC555 Mixer Grinder, 550W, 5 Jars (Gold)","6.9","0","QWTT","SELLABLE","IN"
"12/2020","X000ZDCECH","52-BHC9-GLSF","Panasonic AC MX-AC555 Mixer Grinder, 550W, 5 Jars (Gold)","3.97","0","BOM4","SELLABLE","IN"
"12/2020","X000ZDCECH","52-BHC9-GLSF","Panasonic AC MX-AC555 Mixer Grinder, 550W, 5 Jars (Gold)","6.58","0","BOM1","SELLABLE","IN"
"12/2020","X000ZDCECH","52-BHC9-GLSF","Panasonic AC MX-AC555 Mixer Grinder, 550W, 5 Jars (Gold)","0.45","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X000ZCP4RF","Fs_ChangingMats_2","First Smile Baby One Sided Cotton Plastic Sheet Pack of 4Pcs (Assorted) (0-3 Months)","15.39","14","SIDA","SELLABLE","IN"
"12/2020","X000ZBYQEX","Sleepingcumcarrybag_LightPink","First Smile Baby Super Soft Sleeping Cum Carry Bag with Fur for Newborn | Quick Dry | Comfortable (Light Pink)","14.0","14","SIDA","SELLABLE","IN"
"12/2020","X000ZBYQEX","Sleepingcumcarrybag_LightPink","First Smile Baby Super Soft Sleeping Cum Carry Bag with Fur for Newborn | Quick Dry | Comfortable (Light Pink)","1.0","1","QWTT","SELLABLE","IN"
"12/2020","X000ZAPCAB","Fs_BeddingLightColor_3-6","First Smile Newborn Baby Soft Bedding Mattress with Pillow. (White)","2.0","2","QWTT","SELLABLE","IN"
"12/2020","X000ZAKUG7","Fs_BibsQuilted_3-6m_pc6","First Smile Newborn Baby Quilted Cotton Bib with Plastic Layer Backing Pack of 6 pcs Quick Dry | Reusable | Soft Cotton | Comfortable | for Newborn | Infant | Washable for Babies (3-6 months) 6 inches","3.0","3","SIDA","SELLABLE","IN"
"12/2020","X000ZAKUG7","Fs_BibsQuilted_3-6m_pc6","First Smile Newborn Baby Quilted Cotton Bib with Plastic Layer Backing Pack of 6 pcs Quick Dry | Reusable | Soft Cotton | Comfortable | for Newborn | Infant | Washable for Babies (3-6 months) 6 inches","0.48","0","QWTT","SELLABLE","IN"
"12/2020","X000ZAGRKF","HosNap2_3to6","First Smile Reusable Cartoon Print Soft Cotton Cloth Diaper Nappies Hosiery for , 3-6 Months with Length-10 and Width-9 Inches (Pack of 24)","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X000Z9KATF","5H-MP0Q-90TB","Tefal Simply Chef Non-Stick Concave Tawa, 28cm (Rio Red)","0.48","0","SIDA","SELLABLE","IN"
"12/2020","X000Z81SSN","Sleepingcumcarrybag_LightBlue","First Smile Baby Super Soft Sleeping Cum Carry Bag with Fur for Newborn | Quick Dry | Comfortable (Light Blue)","2.0","2","SIDA","SELLABLE","IN"
"12/2020","X000Z6PPF7","Fs_CottonBibs_Pc2","First Smile Multicolored Cotton Baby Bibs with Titch Button | Soft Cotton | Comfortable | for Newborn | Infant | Washable for Babies (Pack of 6) 10inch*8inch","4.0","4","SIDA","SELLABLE","IN"
"12/2020","X000Z6PPF7","Fs_CottonBibs_Pc2","First Smile Multicolored Cotton Baby Bibs with Titch Button | Soft Cotton | Comfortable | for Newborn | Infant | Washable for Babies (Pack of 6) 10inch*8inch","0.48","0","QWTT","SELLABLE","IN"
"12/2020","X000Z4Z13F","ComSlBib24_3-6","First Smile Newborn Baby Gift Set-Combo Pack of 18 pcs Nappies Pack of 6 pcs, Jhabla sleevless Pack of 6 pcs in Hosiery material and Quilted Bib Pack of 6 pcsQuick Dry | Reusable | Soft Cotton | Comfortable | For Newborn | Infant | Washable For Babies ( 3-6 months )","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X000YAHA39","R2-7JN3-JJDB","TTK Prestige Nakshatra Induction Base Stainless Steel Pressure Cooker, 5 Liters, Silver","2.06","2","QWTT","SELLABLE","IN"
"12/2020","X000Y8ZR5T","KY-H34R-68T0","Prestige Induction Cooktop Pic 20.0 With Omega Deluxe Byk Set 3 Pc Set,Black","53.35","139","SIDA","SELLABLE","IN"
"12/2020","X000Y8ZR5T","KY-H34R-68T0","Prestige Induction Cooktop Pic 20.0 With Omega Deluxe Byk Set 3 Pc Set,Black","2.39","2","SIDA","CARRIER_DAMAGED","IN"
"12/2020","X000Y8TS5J","KH-7YIR-FZ5G","Wonderchef Nutri-Blend, 400W Complete Kitchen Machine (CKM) with 3 Jars (Mixer, Grinder, Juicer, and Chopper) - Red","8.23","0","SIDA","SELLABLE","IN"
"12/2020","X000Y8TS5J","KH-7YIR-FZ5G","Wonderchef Nutri-Blend, 400W Complete Kitchen Machine (CKM) with 3 Jars (Mixer, Grinder, Juicer, and Chopper) - Red","0.61","0","QWTT","SELLABLE","IN"
"12/2020","X000Y8TS5J","KH-7YIR-FZ5G","Wonderchef Nutri-Blend, 400W Complete Kitchen Machine (CKM) with 3 Jars (Mixer, Grinder, Juicer, and Chopper) - Red","21.32","0","BOM1","SELLABLE","IN"
"12/2020","X000Y1RSVR","ID-5P5C-76VG","Bajaj Immersion Rod Water Heater","0.55","0","QWTT","SELLABLE","IN"
"12/2020","X000Y19MFH","KY-E6EP-F6NA","Panasonic MX-AC555 New 550-Watt Mixer Grinder with 5 Jars (Golden)","3.84","4","SIDA","SELLABLE","IN"
"12/2020","X000Y19MFH","KY-E6EP-F6NA","Panasonic MX-AC555 New 550-Watt Mixer Grinder with 5 Jars (Golden)","16.03","13","BOM5","SELLABLE","IN"
"12/2020","X000Y19MFH","KY-E6EP-F6NA","Panasonic MX-AC555 New 550-Watt Mixer Grinder with 5 Jars (Golden)","15.06","9","BOM4","SELLABLE","IN"
"12/2020","X000Y19MFH","KY-E6EP-F6NA","Panasonic MX-AC555 New 550-Watt Mixer Grinder with 5 Jars (Golden)","3.13","1","BOM1","SELLABLE","IN"
"12/2020","X000Y16NH7","JQ-9IIT-NLNZ","Panasonic SR-Y22FHS 750-Watt Automatic Electric Cooker with Non-Stick Cooking Pan (Burgundy)","0.87","0","QWTT","SELLABLE","IN"
"12/2020","X000Y15FFX","C6-RQP0-5MC8","Panasonic MX-AC400 550-Watt Super Mixer Grinder with 4 Jars (Black)","4.61","4","SIDA","SELLABLE","IN"
"12/2020","X000Y15FFX","C6-RQP0-5MC8","Panasonic MX-AC400 550-Watt Super Mixer Grinder with 4 Jars (Black)","5.26","6","QWTT","SELLABLE","IN"
"12/2020","X000Y15FFX","C6-RQP0-5MC8","Panasonic MX-AC400 550-Watt Super Mixer Grinder with 4 Jars (Black)","13.0","0","BOM5","SELLABLE","IN"
"12/2020","X000Y0A2QL","8N-5MVD-XQBO","Usha Swift 600mm Ceiling Fan Without Regulator (White)","0.19","0","SIDA","SELLABLE","IN"
"12/2020","X000XZZG4Z","97-7QOG-AOOP","Prestige Apple Plus Induction Base Aluminium Pressure Cooker, 2 Litres, Silver","1.0","1","QWTT","SELLABLE","IN"
"12/2020","X000XZPPT1","26-DCQU-91OW","Panasonic MX-AC300S-H 550-Watt 3-Jar Super Mixer Grinder (Grey)","0.06","0","QWTT","SELLABLE","IN"
"12/2020","X000XZPPT1","26-DCQU-91OW","Panasonic MX-AC300S-H 550-Watt 3-Jar Super Mixer Grinder (Grey)","1.0","1","BOM4","SELLABLE","IN"
"12/2020","X000XZPI61","BK-CT6D-K8NF","Panasonic AC MX-AC400 Mixer Grinder, 550W, 4 Jars (Black)","0.45","0","BOM7","SELLABLE","IN"
"12/2020","X000XZPI61","BK-CT6D-K8NF","Panasonic AC MX-AC400 Mixer Grinder, 550W, 4 Jars (Black)","40.71","2","BOM5","SELLABLE","IN"
"12/2020","X000XZ0C4T","NH-UWN7-NN2R","Wonderchef Nutri-Blend, 400W Complete Kitchen Machine (CKM) with 3 Jars (Mixer, Grinder, Juicer, and Chopper) - Black, (Mixer Grinder)","1.23","0","SIDA","SELLABLE","IN"
"12/2020","X000XZ0C4T","NH-UWN7-NN2R","Wonderchef Nutri-Blend, 400W Complete Kitchen Machine (CKM) with 3 Jars (Mixer, Grinder, Juicer, and Chopper) - Black, (Mixer Grinder)","0.03","0","BOM1","CUSTOMER_DAMAGED","IN"
"12/2020","X000XYUF6Z","EV-CRXG-ECHI","EZVIZ C2C HD Wi-Fi Home Indoor Video Monitoring Security Camera powered by Hikvision with motion detection, Works Day/Night, upto 16 feet IR support, Mobile live streaming, support upto 128GB SD card.","1.0","1","QWTT","CARRIER_DAMAGED","IN"
"12/2020","X000XWWWTP","MMFabU200","FabU Multani Mittin powder - 200 grms","1.0","1","QWTT","SELLABLE","IN"
"12/2020","X000XUPI9X","UL-3FSX-Y4FC","Bajaj CGX 2 ECO Stainless Steel Cooktop","2.23","2","SIDA","SELLABLE","IN"
"12/2020","X000XNAJV7","5R-0B6W-DDKF","Bajaj Classic Mixer Grinder, 750W, 3 Jars (White and Maroon)","2.0","6","QWTT","SELLABLE","IN"
"12/2020","X000XN4J31","B2-6OFX-W8AD","Philips HL7756/00 Mixer Grinder, 750W, 3 Jars (Black)","10.0","0","SIDA","SELLABLE","IN"
"12/2020","X000XN4J31","B2-6OFX-W8AD","Philips HL7756/00 Mixer Grinder, 750W, 3 Jars (Black)","0.06","0","SIDA","CUSTOMER_DAMAGED","IN"
