"month","fnsku","sku","product-name","average-quantity","end-quantity","fulfillment-center-id","detailed-disposition","country"
"12/2020","X000R0E6FB","HN-UM5H-DO68","Prestige PRWO 1.8-2 700-Watts Delight Electric Rice Cooker with 2 Aluminium Cooking Pans","0.06","0","BLR7","SELLABLE","IN"
"12/2020","X0019RUEYD","WG-WNF7-NRD4","Wonderchef Granite Die-Cast Casserole 6 Pcs Set (Purple)","1.39","3","*XFR","SELLABLE",
"12/2020","X00185K347","44-LQ32-HD15","Tefal Delicia Non-Stick Kadhai with Lid, 28cm (Greyish Coal)","1.1","2","SDEE","CUSTOMER_DAMAGED","IN"
"12/2020","X00184X7JV","KM-YTEI-D4LB","Maharaja Whiteline MG Livo Mixer Grinder, 500W, 3 Jars (Red)","0.29","0","SDEE","CUSTOMER_DAMAGED","IN"
"12/2020","X0017UJVOL","JW-NHFJ-H79W","Nokia 2.3 Android 10 Smartphone 2GB RAM, 32GB Storage, Dual Rear Camera, Charcoal","0.03","0","BOM7","SELLABLE","IN"
"12/2020","X0016G446L","5R-PBVT-9K2O","Prestige Clean Home 42609 Aluminium Spray Mop (Blue)","0.16","0","SDEE","DEFECTIVE","IN"
"12/2020","X0015MS2X7","WE-Q8T4-LLIO","Panasonic SR-WA22H(E) 5.4-Litre Automatic Rice Cooker (Apple Green)","0.03","0","BLR7","SELLABLE","IN"
"12/2020","X0015JIWML","XJ-SMIS-H485","Eureka Forbes Multi Clean Vacuum Cleaner","0.55","1","SDEE","DEFECTIVE","IN"
"12/2020","X00142SAZ3","0H-4D7D-C3FJ","Eureka Forbes Aquasure from Aquaguard Aquaflo DX Wall Mountable UV White 120 L/hr Water Purifier","0.03","0","SDEE","SELLABLE","IN"
"12/2020","X00142SAZ3","0H-4D7D-C3FJ","Eureka Forbes Aquasure from Aquaguard Aquaflo DX Wall Mountable UV White 120 L/hr Water Purifier","0.03","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X00125JSP3","S4-RHGK-GD53","Bajaj New Majesty Instant 3 Litre, 3 KW Verical Water Heater (White)","0.1","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X0011ZEMTV","IW-V299-CN6H","Prestige Popular Aluminium Pressure Cooker, 2 Litres, Silver","0.16","0","SDEE","DEFECTIVE","IN"
"12/2020","X0011OLTTX","40205","Gst Royale Plus Schott Glasstop Gt03L Ai","2.61","4","SDED","SELLABLE","IN"
"12/2020","X0011HQ1RF","30719","Prestige Omega Select Plus Non-Stick Round Base Kadai with Lid, 20cm","0.16","0","SDED","SELLABLE","IN"
"12/2020","X0011DGJ8Z","H3-MQ7E-4G7S","Sujata Powermatic Plus 900 Watts Juicer Mixer Grinder","0.03","0","BOM7","SELLABLE","IN"
"12/2020","X00117GL57","53-BITV-CVOK","Wonderchef Chef Kapoor Standard Size Electric Tandoor 1370-watt with Flexi-Hinge, Sandwich maker","0.55","1","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X0010XFTAZ","VB-NNGL-XOL3","Panasonic SR-WA10 450-Watt Automatic Cooker Without Warmer (White)(Raw Capacity-0.6 kgs)","0.9","2","QWTT","SELLABLE","IN"
"12/2020","X000Z70A3D","XA-9CF2-0P87","Nakshatra Pressure Cooker 8 LTR Senior Dia","0.03","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X000YAD5V5","IV-K756-J3TS","Prestige Stainless Steel Popular 7.5 LTR","0.16","0","SDED","SELLABLE","IN"
"12/2020","X000Y8TS5J","KH-7YIR-FZ5G","Wonderchef Nutri-Blend, 400W Complete Kitchen Machine (CKM) with 3 Jars (Mixer, Grinder, Juicer, and Chopper) - Red","0.29","0","BOM6","SELLABLE","IN"
"12/2020","X000Y8TS5J","KH-7YIR-FZ5G","Wonderchef Nutri-Blend, 400W Complete Kitchen Machine (CKM) with 3 Jars (Mixer, Grinder, Juicer, and Chopper) - Red","0.65","0","*XFR","SELLABLE",
"12/2020","X000Y19MFH","KY-E6EP-F6NA","Panasonic MX-AC555 New 550-Watt Mixer Grinder with 5 Jars (Golden)","0.03","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X000V8QZ17","5W-G7VN-S430","Prestige PKOSS 1.8-Litre 1500W Electric Kettle (can't be used to boil milk)","7.52","0","SIDA","SELLABLE","IN"
"12/2020","X000UKVL8N","Nutri Purple wonderchef","Wonderchef Nutri-Blend Mixer Grinder, 400W, 3 Jars (Purple)","0.06","0","BOM5","CUSTOMER_DAMAGED","IN"
"12/2020","X000T83JRR","YJ-GHZM-MASH","Prestige Omega Select Plus Mini Handi with SS lid","0.23","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X000T82N5V","4B-H2FP-7K7M","Prestige Delight PRWO 1.5 Electric Rice Cooker with Steaming Feature","0.48","0","SDED","SELLABLE","IN"
"12/2020","X000T74JK9","04-IHMQ-0QI4","Prestige PEC 3.0 250-Watt Electric Chopper (White)","0.9","0","SDED","SELLABLE","IN"
"12/2020","X000T3LDW5","ubnh75gfam","Prestige Popular Plus Induction Base Pressure Cooker, 2 Litres, Silver","0.97","0","SDED","SELLABLE","IN"
"12/2020","X000SW2BIH","R0-WDQD-F6L3","Hobtop 3 B W/Schottglass Phts03 Ai(Auto)","0.16","0","SDEE","DEFECTIVE","IN"
"12/2020","X000SW2BIH","R0-WDQD-F6L3","Hobtop 3 B W/Schottglass Phts03 Ai(Auto)","0.16","0","SDEE","CUSTOMER_DAMAGED","IN"
"12/2020","X000SCY92D","OX-B1QR-GTQS","Prestige Tru-Edge Kitchen Knife Set with Wooden Block and Free Peeler, 5-Pieces, Black","1.52","0","SDED","SELLABLE","IN"
"12/2020","X000R7YR8F","F0-ULT6-444R","Prestige Omega Deluxe Granite 3 Pcs with 1 Glass Lid","0.55","1","SDEE","SELLABLE","IN"
"12/2020","X000R72TT9","IQ-KJQS-NEVP","Bajaj Majesty Duetto Gas 6 LTR Vertical Water Heater (LPG), White","0.03","0","BLR7","SELLABLE","IN"
"12/2020","X000PM5EAH","PrestigeStar2","Prestige Star Glass Top 2 Burner Gas Stove, Manual Ignition, Metallic Silver","5.32","5","SDED","SELLABLE","IN"
"12/2020","X001ACIXZ9","amzn1.fba.v1.PueIXPHyJp0ZP1HiU9fKJU7YJkM","Tefal 5 Second Manual Chopper Vegetable Cutter (Brown) 900ml","0.32","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019XTOPR","amzn1.fba.v1.bLjBq9VlgP5MqjX6e6FDyQ4UtSg","(Renewed) Wonderchef Nutri-Blend CKM with 3 Jars (Black)","0.03","0","BOM7","SELLABLE","IN"
"12/2020","X0019AGG97","57-ELHQ-607Z","Bajaj New Majesty Instant 1 Litre, 3 KW Verical Water Heater (White)","0.74","0","QWTT","SELLABLE","IN"
"12/2020","X0017N336Z","GF-3KCS-4AID","Wonderchef Nutri-Blend, 400W Complete Kitchen Machine (CKM) with 3 Jars (Mixer, Grinder, Juicer, and Chopper) - Black, (Mixer Grinder)","44.58","0","SIDA","SELLABLE","IN"
"12/2020","X0016KBD2Z","LH-RHL0-MBQR","Syska FT3108 Female Precision and Bikini Battery Operated Trimmer (White Pink)","0.06","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X0016IRFN3","XT-YIJW-8K1E","Moser ChroMini Pro by Moser","3.48","6","BOM1","SELLABLE","IN"
"12/2020","X0016IRFN3","XT-YIJW-8K1E","Moser ChroMini Pro by Moser","1.35","2","BLR7","SELLABLE","IN"
"12/2020","X0016IQZ8T","N8-ER6W-S6P6","Wahl 5640-100 Clean & Confident (Purple)","1.52","0","BLR7","SELLABLE","IN"
"12/2020","X0015N4WUX","I1-RHYF-844C","Usha Bandhan Straight Stitch Composite Sewing Machine (Black)","0.58","1","SIDA","CARRIER_DAMAGED","IN"
"12/2020","X0015MUDXT","8P-N1F1-WIZ7","Panasonic SR-WA18 E 4.4-Litre Automatic Rice Cooker (White)","0.06","0","BOM1","SELLABLE","IN"
"12/2020","X0015C934J","WF-PDG4-3GIH","Wahl 05050-024 Max Pro Compact Hair Dryer","0.03","0","QWTT","SELLABLE","IN"
"12/2020","X00146K1PB","9Q-TS75-R4P0","Sujata Dynamix, Mixer Grinder, 900 Watts, 3 Jars (White)","0.13","0","BLR7","SELLABLE","IN"
"12/2020","X00142VTER","RX-NJ93-UUO0","Prestige Clip On Stainless Steel Kadai Pressure Cooker with Glass Lid Accessory, 2-Pieces, Metallic, 3.5 L","6.23","8","SIDA","SELLABLE","IN"
"12/2020","X0013I6MNP","LG-7870-1E0C","Prestige TATTVA Copper Bottle TCB 04-1000 ml","22.68","42","SIDA","SELLABLE","IN"
"12/2020","X0011OLTTX","40205","Gst Royale Plus Schott Glasstop Gt03L Ai","11.35","18","SIDA","SELLABLE","IN"
"12/2020","X0011N99T1","36305","Prestige Omega Deluxe Granite Fry Pan, 240mm, Black (36305)","2.19","0","SIDA","SELLABLE","IN"
"12/2020","X000ZMGFI7","AD-MWWO-QCAB","Prestige Platina Induction Base Non-Stick Stainless Steel Fry Pan, 240mm, Silver","4.58","0","SIDA","SELLABLE","IN"
"12/2020","X000Z8KFJL","II-ELFS-H3IL","Prestige Die Cast Plus Square Grill Pan, 280mm, Black","1.03","0","SIDA","SELLABLE","IN"
"12/2020","X000Y6NOLF","EC-7BVF-0D5B","Prestige Popular Induction Base Stainless Steel Pressure Cooker, 5 Liters, Silver","0.06","0","SPNA","SELLABLE","IN"
"12/2020","X000Y19MFH","KY-E6EP-F6NA","Panasonic MX-AC555 New 550-Watt Mixer Grinder with 5 Jars (Golden)","0.58","0","*XFR","SELLABLE",
"12/2020","X000X3IFOP","GE-K9R3-HG37","Prestige PRWO 0.6-2 300-Watt Electric Rice Cooker (White)","13.94","24","SIDA","SELLABLE","IN"
"12/2020","X000WJWM0X","5S-YSWI-BR0B","Wonderchef Nutri-Blend, 400W Complete Kitchen Machine (CKM) with 3 Jars (Mixer, Grinder, Juicer, and Chopper) - Black, (Mixer Grinder)","0.16","0","BOM1","DEFECTIVE","IN"
"12/2020","X000US8BLZ","YE-IBSD-M30Y","Prestige Deluxe Alpha Stainless Steel Pressure Cooker, 6.5 Litres, Silver","0.13","0","BOM7","SELLABLE","IN"
"12/2020","X000TSW9EV","HC-OXCR-FIYS","Prestige PRWO 1.8 700-Watt Electric Rice Cooker","0.58","1","SPNA","SELLABLE","IN"
"12/2020","X000T77FR3","LT-3PGB-V1EV","Prestige Delight Electric Rice Cooker PRWO 2.8-2 (1000 Watts) with 2 Aluminium Cooking Pans, Cooks Upto 1.7 kg Rice (Printed Flowers)","0.03","0","SPNA","SELLABLE","IN"
"12/2020","X000T77FR3","LT-3PGB-V1EV","Prestige Delight Electric Rice Cooker PRWO 2.8-2 (1000 Watts) with 2 Aluminium Cooking Pans, Cooks Upto 1.7 kg Rice (Printed Flowers)","0.42","0","SIDA","SELLABLE","IN"
"12/2020","X000T3LDW5","ubnh75gfam","Prestige Popular Plus Induction Base Pressure Cooker, 2 Litres, Silver","0.35","1","BOM7","SELLABLE","IN"
"12/2020","X000R0HNBZ","51-VTL9-C956","Bajaj Food Factory FX 11 600-Watt Food Processor (White)","0.03","0","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019K7RE5","GP-JFY7-OJMB","Wonderchef - 63153021 Revo Stand Mixer and Dough Kneader","0.03","0","BLR7","SELLABLE","IN"
"12/2020","X00187IZAJ","G0-LWKH-2HLU","Panasonic MX-AC220-H 550-Watt 2-Jar Super Mixer Grinder (Grey)","3.45","2","BOM4","SELLABLE","IN"
"12/2020","X0017FVRMF","0T-DB7J-SYOO","Prestige Designer Sandwich Maker PSMFB (D) with Fixed Sandwich Plates","0.06","0","BOM4","SELLABLE","IN"
"12/2020","X00174V0L9","amzn1.fba.v1.Xb3CvzMFPKJCkcfsESW44kM9cyk","Eureka Forbes Aquasure from Aquaguard Smart 20-Watt UV Water Purifier, White","0.39","0","BOM7","CARRIER_DAMAGED","IN"
"12/2020","X00174LH21","09-DHYF-HRCL","Prestige Multipurpose Sandwich Maker PSWM 01","0.19","0","SDED","CUSTOMER_DAMAGED","IN"
"12/2020","X0016OKOAX","UW-QVB8-0YA1","Wahl WPHD4-0024 Veloria Dryer (Black)","3.58","6","BLR7","SELLABLE","IN"
"12/2020","X0016JLSET","XC-WVBN-KXVX","Wahl 79803-024 Performer Cordless Clipper (Black)","1.84","3","BLR7","SELLABLE","IN"
"12/2020","X0016989IR","J5-5XL2-IO8O","Wahl 05640-2724 Clean & Confident Grooming Trimmer for Women (Pink)","0.16","0","BLR5","SELLABLE","IN"
"12/2020","X0015N4WUX","I1-RHYF-844C","Usha Bandhan Straight Stitch Composite Sewing Machine (Black)","0.19","0","BLR7","SELLABLE","IN"
"12/2020","X0015MS2X7","WE-Q8T4-LLIO","Panasonic SR-WA22H(E) 5.4-Litre Automatic Rice Cooker (Apple Green)","5.71","0","BOM4","SELLABLE","IN"
"12/2020","X0015MS2X7","WE-Q8T4-LLIO","Panasonic SR-WA22H(E) 5.4-Litre Automatic Rice Cooker (Apple Green)","0.13","0","BOM1","SELLABLE","IN"
"12/2020","X0011DGJ8Z","H3-MQ7E-4G7S","Sujata Powermatic Plus 900 Watts Juicer Mixer Grinder","0.1","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X0011DGJ8Z","H3-MQ7E-4G7S","Sujata Powermatic Plus 900 Watts Juicer Mixer Grinder","0.1","0","SIDA","CARRIER_DAMAGED","IN"
"12/2020","X001145XR7","FT-HD4O-UOMT","Bajaj FX7 600-Watt Food Processor (White)","0.06","0","SIDA","SELLABLE","IN"
"12/2020","X00112DNNF","Eurekaforbes_dx_1200w_vacuum","Eureka Forbes Quick Clean DX 1200-Watt Vacuum Cleaner for Home with Free Reusable dust Bag (Red)","0.32","0","SIDA","CARRIER_DAMAGED","IN"
"12/2020","X0010XFTAZ","VB-NNGL-XOL3","Panasonic SR-WA10 450-Watt Automatic Cooker Without Warmer (White)(Raw Capacity-0.6 kgs)","7.71","0","BLR7","SELLABLE","IN"
"12/2020","X000YC2UAZ","W1-IBST-F7E4","Bajaj Majesty RX11 2000 Watts Heat Convector Room Heater (White, ISI Approved)","0.03","0","BLR7","SELLABLE","IN"
"12/2020","X000Y8ZR5T","KY-H34R-68T0","Prestige Induction Cooktop Pic 20.0 With Omega Deluxe Byk Set 3 Pc Set,Black","0.58","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X000XTOSNB","HC-KT1X-KKOY","Usha EI 1602 1000-Watt Lightweight Dry Iron (multi-colour)","0.1","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X000X3IFOP","GE-K9R3-HG37","Prestige PRWO 0.6-2 300-Watt Electric Rice Cooker (White)","2.68","0","BLR7","SELLABLE","IN"
"12/2020","X000UE2DFT","VA-YNUV-HUKQ","Bajaj HM 01 250-Watt Hand Beater (Black)","0.13","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X000T83JRR","YJ-GHZM-MASH","Prestige Omega Select Plus Mini Handi with SS lid","1.35","0","BOM5","SELLABLE","IN"
"12/2020","X000R0C9M3","ES-70QZ-JLAV","Prestige PIC 20 1200 Watt Induction Cooktop with Push button (Black)","0.1","0","SIDA","CARRIER_DAMAGED","IN"
"12/2020","X001ABB11N","amzn1.fba.v1.boixTixGPugc52QdRgkepQDT0OE","Wonderchef Nutri-Blend Mixer Grinder, 400W, 3 Jars (Purple)","0.45","0","BOM5","CUSTOMER_DAMAGED","IN"
"12/2020","X001A8A2LL","LM-KACW-GL63","Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) Without Offer","0.71","0","SIDA","SELLABLE","IN"
"12/2020","X001A8A1VH","6M-1BSC-Y2YI","Samsung Galaxy M01 Core (Blue, 2GB RAM, 32GB Storage) Without Offer","1.0","0","SIDA","SELLABLE","IN"
"12/2020","X001A134F9","NB-8Q4C-NKZC","Panasonic AC MX-AC300S-H 550-Watt Super Mixer Grinder with 3 Jars (White)","10.19","10","BOM1","SELLABLE","IN"
"12/2020","X0019RUEYD","WG-WNF7-NRD4","Wonderchef Granite Die-Cast Casserole 6 Pcs Set (Purple)","24.84","38","SIDA","SELLABLE","IN"
"12/2020","X0019F60RP","amzn1.fba.v1.UpBRT2hunmJBPQf5YSHRYFZJgIY","Panasonic SR-WA10 450-Watt Automatic Cooker Without Warmer (White)(Raw Capacity-0.6 kgs)","0.42","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019DOGR3","16-4YHJ-CZRC","Bajaj Rex Mixer Grinder, 500W, 3 Jars (White)","1.06","2","QWTT","SELLABLE","IN"
"12/2020","X0019D8INL","amzn1.fba.v1.yvns1jhxhsb4P-CxYCgO_TwSHWU","Wonderchef Nutri-Blend, 400W Complete Kitchen Machine (CKM) with 3 Jars (Mixer, Grinder, Juicer, and Chopper) - Black, (Mixer Grinder)","0.84","1","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019AGXZ9","94-IB85-C22W","Bajaj Majesty 3L 3kW Instant Water Heater with 24 inches SS Connection Pipes Pair","0.06","0","BOM7","SELLABLE","IN"
"12/2020","X0019AGFQB","DQ-POOM-FCWK","Bajaj RHX-2 800-Watt Room Heater","0.19","0","BLR7","CARRIER_DAMAGED","IN"
"12/2020","X0018D6EQ5","5C-J45N-J49X","Micromax X378 (Blue, Power Torch Blink on Call, BT Calling Functionality, 800mAh)","1.1","2","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X00187IZAJ","G0-LWKH-2HLU","Panasonic MX-AC220-H 550-Watt 2-Jar Super Mixer Grinder (Grey)","0.65","1","BOM1","SELLABLE","IN"
"12/2020","X00187IZAJ","G0-LWKH-2HLU","Panasonic MX-AC220-H 550-Watt 2-Jar Super Mixer Grinder (Grey)","0.45","1","*XFR","SELLABLE",
"12/2020","X00184YXG7","XB-ZCCY-G6VS","Maharaja Whiteline Odacio Plus 550-Watt Juicer Mixer Grinder with 3 Jars (Black/Silver)","0.48","0","SDED","DEFECTIVE","IN"
"12/2020","X0016SF9RH","PM-XWSK-QK0L","Panasonic MK-SW200BLK Wet Grinder, 2 L (Black)","0.13","0","BLR7","SELLABLE","IN"
"12/2020","X0016QELIR","8L-ULPF-3DEZ","Wahl Stainless Steel Lithium Ion+ Beard and Nose Trimmer for Men, Hair Clippers, Detail Shaver, Rechargeable, All in One Men's Grooming Kit (Steel)","0.16","0","BLR7","SELLABLE","IN"
"12/2020","X0016KBVIB","05-BBOD-EEHZ","Syska HT800 Cordless Trimmer for Men (Black)","1.71","1","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X0016JW6P9","0W-KZ4Z-BF94","Wahl Travel Shaver (Black)","6.0","9","BLR7","SELLABLE","IN"
"12/2020","X0016IQZ8T","N8-ER6W-S6P6","Wahl 5640-100 Clean & Confident (Purple)","3.55","4","BOM5","SELLABLE","IN"
"12/2020","X0016989IR","J5-5XL2-IO8O","Wahl 05640-2724 Clean & Confident Grooming Trimmer for Women (Pink)","7.03","8","BLR7","SELLABLE","IN"
"12/2020","X0015OVUWP","R7-4G5V-WO8W","Wahl India Hair Straightener and Curl Comes with Ceramic Floating Long Plates (Black)","2.52","4","BLR7","SELLABLE","IN"
"12/2020","X0015MV06X","M8-XSJW-VFH4","Panasonic SR-WA18-E 4.4-Litre Automatic Rice Cooker (White)","0.06","0","BLR7","SELLABLE","IN"
"12/2020","X0015MS2X7","WE-Q8T4-LLIO","Panasonic SR-WA22H(E) 5.4-Litre Automatic Rice Cooker (Apple Green)","0.97","0","*XFR","SELLABLE",
"12/2020","X0015CD1V5","DG-ZWZJ-7P12","Wahl 08747-024 Classic Series Clipper (Multicolor)","19.74","32","BLR7","SELLABLE","IN"
"12/2020","X0015CBIIN","4N-98F4-OTNY","Wahl 09916-1724 Beard Rechargeable Trimmer (Multi Color)","7.23","11","BLR7","SELLABLE","IN"
"12/2020","X0014KOXHT","A9-6UMX-BRQF","Nokia 105 (Black)","0.19","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X0014E2M7X","0C-PREK-GSZC","Eureka Forbes Aquasure from Aquaguard Xtra Tuff Sr 21 litres Gravity Water Purifier (Blue)","0.03","0","SDEE","SELLABLE","IN"
"12/2020","X0014E2IHH","OJ-YXFX-IQ9F","Eureka Forbes Aquasure from Aquaguard Cherish 21 litres Cherry Water Purifier","0.42","0","SDEE","SELLABLE","IN"
"12/2020","X0014E2IHH","OJ-YXFX-IQ9F","Eureka Forbes Aquasure from Aquaguard Cherish 21 litres Cherry Water Purifier","0.65","1","SDEE","DEFECTIVE","IN"
"12/2020","X00149TD5H","8K-2FGR-PD87","Bajaj Majesty New KTX7 1-Litre Cordless Kettle (White)","11.42","9","SIDA","SELLABLE","IN"
"12/2020","X0013MP1XD","VG-I846-ID4B","Wonderchef Nutri-Blend Compact FP (Mixer, Grinder, Chopper, Food Processor) 400W, 4 Jars – Black","0.13","0","BOM4","CUSTOMER_DAMAGED","IN"
"12/2020","X00125JSP3","S4-RHGK-GD53","Bajaj New Majesty Instant 3 Litre, 3 KW Verical Water Heater (White)","0.1","0","BLR7","SELLABLE","IN"
"12/2020","X00115UEYD","39-B7FP-GHKY","Panasonic SR-WA10 2.7 L Rice Cooker, Red","0.35","0","BLR7","SELLABLE","IN"
"12/2020","X00112DNNF","Eurekaforbes_dx_1200w_vacuum","Eureka Forbes Quick Clean DX 1200-Watt Vacuum Cleaner for Home with Free Reusable dust Bag (Red)","0.39","0","SDEE","CUSTOMER_DAMAGED","IN"
"12/2020","X0010XFTAZ","VB-NNGL-XOL3","Panasonic SR-WA10 450-Watt Automatic Cooker Without Warmer (White)(Raw Capacity-0.6 kgs)","5.06","8","BOM4","SELLABLE","IN"
"12/2020","X0010XFTAZ","VB-NNGL-XOL3","Panasonic SR-WA10 450-Watt Automatic Cooker Without Warmer (White)(Raw Capacity-0.6 kgs)","1.81","0","*XFR","SELLABLE",
"12/2020","X0010POM0L","8901308714908","Bajaj Majesty ICX Neo Induction Cooktop (Black)","4.29","4","SIDA","SELLABLE","IN"
"12/2020","X0010POCZV","8901308716674","Bajaj Calenta Storage 15 Litre Verical Water Heater (Blue & White)","2.39","2","SIDA","SELLABLE","IN"
"12/2020","X000Y8ZR5T","KY-H34R-68T0","Prestige Induction Cooktop Pic 20.0 With Omega Deluxe Byk Set 3 Pc Set,Black","0.45","0","BOM7","SELLABLE","IN"
"12/2020","X000Y8ZR5T","KY-H34R-68T0","Prestige Induction Cooktop Pic 20.0 With Omega Deluxe Byk Set 3 Pc Set,Black","0.06","1","BLR7","SELLABLE","IN"
"12/2020","X000XNAJV7","5R-0B6W-DDKF","Bajaj Classic Mixer Grinder, 750W, 3 Jars (White and Maroon)","31.55","27","SIDA","SELLABLE","IN"
"12/2020","X000USZ5C3","13-6YI4-LY0K","Bajaj Platini PX97 Torque 36-Litres Personal Air Cooler (White)- for Medium Room","0.39","0","SBHA","DEFECTIVE","IN"
"12/2020","X000UR4Q7T","90-FKLX-2TKA","Prestige Omega Deluxe Induction Base Non-Stick Kitchen Set, 3-Pieces","21.0","3","SIDA","SELLABLE","IN"
"12/2020","X000TR57EL","X1-91F7-OMXR","Gst Royale Plus Schott Glasstop Gt04","0.16","0","BLR7","SELLABLE","IN"
"12/2020","X001AANUK9","amzn1.fba.v1.M9aDPXZ3kB1dUTH2o9QFPWFUMU4","Sujata Dynamix, Mixer Grinder, 900 Watts, 3 Jars (White)","0.74","0","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019VMF5F","UV-HZ1Y-01B8","Wonderchef Power Cookware Set of 3 - (Blue)","0.16","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X0018PK3X3","UK-X009-WIO6","(Renewed) Micromax X744 (BT Calling, Power Saving Mode, 2200mAh) (Blue)","0.16","0","QWTT","SELLABLE","IN"
"12/2020","X0018O4NHB","RB-UH9O-NH69","WAHL 04295-124 Hot & Cold Massager (Gray-Maroon)","0.61","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X00187SB0N","ZK-SODG-3Y3O","Panasonic SR-WA18H (YT) 660-Watt Automatic Cooker Warmer 4.4 Litre with Extra Cooking Pan (Color May Vary)","0.23","0","BOM1","CUSTOMER_DAMAGED","IN"
"12/2020","X00184Z2CL","KR-DP2R-TVB6","Maharaja Whiteline Powerclick + MX-204 750-Watt Mixer Grinder with 4 Jars (Black)","0.03","0","QWTT","SELLABLE","IN"
"12/2020","X0017WETIH","ZR-GP1M-XD9P","Bajaj GX 3 500-Watt Mixer Grinder (White)","0.19","0","SIDA","SELLABLE","IN"
"12/2020","X0017UVBEJ","08-1951-PDSJ","WAHL WMMP6-0324 3D Shiatsu Massage All Rounder (Gray)","0.68","1","BOM4","SELLABLE","IN"
"12/2020","X0017ULV7L","KT-FBXV-HUWF","WAHL WMMP6-0124 3D Shiatsu Massage Pillow (Gray)","0.68","1","BOM4","SELLABLE","IN"
"12/2020","X0017UJVOL","JW-NHFJ-H79W","Nokia 2.3 Android 10 Smartphone 2GB RAM, 32GB Storage, Dual Rear Camera, Charcoal","8.26","0","SIDA","SELLABLE","IN"
"12/2020","X0017N336Z","GF-3KCS-4AID","Wonderchef Nutri-Blend, 400W Complete Kitchen Machine (CKM) with 3 Jars (Mixer, Grinder, Juicer, and Chopper) - Black, (Mixer Grinder)","0.23","0","QWTT","SELLABLE","IN"
"12/2020","X0017A6XKB","O4-HXPN-ND4F","Usha FP 3810 Food Processor 1000-Watt Copper Motor with 13 Accessories(Premium SS Finish)","0.03","0","QWTT","SELLABLE","IN"
"12/2020","X0016QELIR","8L-ULPF-3DEZ","Wahl Stainless Steel Lithium Ion+ Beard and Nose Trimmer for Men, Hair Clippers, Detail Shaver, Rechargeable, All in One Men's Grooming Kit (Steel)","0.06","0","BOM7","SELLABLE","IN"
"12/2020","X0016QELIR","8L-ULPF-3DEZ","Wahl Stainless Steel Lithium Ion+ Beard and Nose Trimmer for Men, Hair Clippers, Detail Shaver, Rechargeable, All in One Men's Grooming Kit (Steel)","0.06","0","BOM5","SELLABLE","IN"
"12/2020","X0016OKOAX","UW-QVB8-0YA1","Wahl WPHD4-0024 Veloria Dryer (Black)","0.19","0","BOM6","SELLABLE","IN"
"12/2020","X0016OKOAX","UW-QVB8-0YA1","Wahl WPHD4-0024 Veloria Dryer (Black)","4.06","6","BOM4","SELLABLE","IN"
"12/2020","X0016JW6P9","0W-KZ4Z-BF94","Wahl Travel Shaver (Black)","0.19","0","BOM7","SELLABLE","IN"
"12/2020","X0016JW6P9","0W-KZ4Z-BF94","Wahl Travel Shaver (Black)","0.16","0","BOM5","SELLABLE","IN"
"12/2020","X0016JLSET","XC-WVBN-KXVX","Wahl 79803-024 Performer Cordless Clipper (Black)","0.68","1","BOM7","SELLABLE","IN"
"12/2020","X0016JLSET","XC-WVBN-KXVX","Wahl 79803-024 Performer Cordless Clipper (Black)","0.68","1","BOM5","SELLABLE","IN"
"12/2020","X0016JLSET","XC-WVBN-KXVX","Wahl 79803-024 Performer Cordless Clipper (Black)","0.19","0","*XFR","SELLABLE",
"12/2020","X0016IRFN3","XT-YIJW-8K1E","Moser ChroMini Pro by Moser","0.68","1","BOM7","SELLABLE","IN"
"12/2020","X0016IRFN3","XT-YIJW-8K1E","Moser ChroMini Pro by Moser","1.35","2","BOM5","SELLABLE","IN"
"12/2020","X0016IRFN3","XT-YIJW-8K1E","Moser ChroMini Pro by Moser","0.29","0","*XFR","SELLABLE",
"12/2020","X0016IQZ8T","N8-ER6W-S6P6","Wahl 5640-100 Clean & Confident (Purple)","0.29","0","BOM7","SELLABLE","IN"
